Sample_id,GSM803665,GSM803666,GSM803667,GSM803668,GSM803669,GSM803670,GSM803671,GSM803672,GSM803723,GSM803724,GSM803725,GSM803726,GSM803727,GSM803728,GSM803729,GSM803730,GSM803781,GSM803782,GSM803783,GSM803784,GSM803785,GSM803786,GSM803787,GSM102682,GSM102683
244630_at,5,5,4,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,4,4,3
244631_at,5,6,5,6,7,6,6,8,5,6,5,6,7,6,5,8,5,5,5,6,7,6,7,65,36
244632_at,2,3,2,3,2,2,2,3,2,3,3,2,3,3,3,2,3,2,2,3,3,3,3,2,5
244633_at,5,6,5,5,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,202,94
244634_at,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,2
244635_s_at,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,9,2
244636_at,3,3,4,3,4,3,3,3,3,3,3,3,4,3,3,3,3,3,3,4,3,3,3,125,46
244637_at,4,4,4,4,4,4,4,4,4,4,3,4,3,4,3,4,4,4,4,3,4,3,3,23,7
244638_at,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,44,19
244639_at,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,25,15
244640_at,4,5,5,6,6,5,6,5,3,5,5,6,6,5,6,5,3,4,4,6,4,6,5,63,36
244641_at,6,6,6,7,6,6,5,6,6,6,6,7,6,6,6,6,5,5,6,6,7,5,5,30,9
244642_at,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,83,57
244643_at,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,8
244644_at,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,1
244645_at,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,1
244646_at,4,5,5,4,5,5,5,4,4,5,5,4,5,4,5,5,5,5,5,5,4,5,5,46,32
244647_at,5,5,5,5,6,6,5,5,5,6,5,5,6,5,6,5,5,6,5,5,6,6,5,76,55
244648_at,6,6,6,6,6,6,5,5,5,5,5,6,6,6,5,5,6,6,6,5,6,5,5,126,102
244649_at,4,3,3,4,3,4,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,18
244650_at,4,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,4,3,3,3,4,3,3,71,14
244651_at,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,11,3
244652_at,5,4,5,5,5,5,4,5,4,5,5,5,5,5,5,5,4,4,5,4,5,4,5,40,14
244653_at,4,4,3,3,3,3,3,4,5,4,3,4,4,3,3,4,4,4,3,4,3,4,4,25,5
244654_at,4,4,5,4,4,4,4,5,4,4,4,4,4,4,4,4,5,5,4,4,4,4,4,142,76
244655_at,3,4,5,3,3,3,3,3,3,3,5,3,4,3,3,3,3,3,5,3,3,3,3,137,63
244656_at,6,6,6,6,6,7,6,6,6,6,7,6,7,6,6,6,6,6,7,6,7,7,7,9,6
244657_at,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,14,3
244658_at,3,3,3,3,4,3,3,4,3,3,4,3,3,3,3,3,3,3,4,3,3,4,4,36,46
244659_at,4,5,5,5,5,4,5,5,5,5,5,5,5,5,5,6,5,6,5,6,5,6,6,177,97
244660_at,3,4,4,5,3,3,4,4,3,4,4,5,4,4,4,4,3,4,4,4,4,4,4,41,23
244661_at,6,7,6,7,8,7,7,6,6,7,6,7,8,7,7,6,6,7,6,6,6,7,5,47,219
244662_at,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,46,22
244663_at,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,2,97,106
244664_at,5,5,4,5,4,5,4,4,6,5,4,6,4,4,4,5,5,5,4,6,5,4,5,26,9
244665_at,4,5,5,4,4,4,4,4,4,4,4,4,5,4,4,4,5,5,4,5,4,5,4,70,78
244666_at,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3
244667_at,7,6,6,6,6,6,5,6,6,5,6,6,5,5,5,5,7,5,6,5,6,5,6,21,20
244668_at,3,3,3,3,3,3,3,3,4,3,3,4,3,3,3,3,3,4,3,3,3,4,4,25,28
244669_at,7,5,5,6,6,5,6,5,6,5,5,6,5,5,6,5,6,5,4,5,4,6,5,203,47
244670_at,4,3,4,4,3,3,4,4,3,3,3,4,3,4,3,4,3,3,4,4,3,4,3,32,16
244671_at,4,3,3,4,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,5,2
244672_at,5,5,5,5,6,6,5,6,5,6,5,5,5,6,5,5,5,6,5,6,6,5,5,5,4
244673_at,2,2,3,2,3,3,3,3,3,3,2,2,3,2,3,3,3,3,2,3,2,2,2,4,3
244674_at,4,6,6,5,6,6,5,5,4,6,6,5,5,6,5,5,5,6,6,5,5,5,5,443,115
244675_at,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,18,2
244676_s_at,6,6,6,6,6,6,6,6,6,6,6,5,5,6,5,5,6,6,6,6,6,6,5,25,16
244677_at,3,3,3,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,281,120
244678_at,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,24,5
244679_at,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,3,3,3,4,3,43,16
244680_at,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,33,6
244681_at,5,4,5,5,4,5,4,5,5,4,4,4,4,4,4,5,4,4,4,4,4,4,4,4,31
244682_at,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,29,6
244683_at,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,4,3,8
244684_at,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,20,6
244685_at,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1
244686_at,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,19,16
244687_at,5,5,5,5,5,5,6,5,6,5,6,5,5,5,6,5,5,5,5,5,5,6,5,110,60
244688_at,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,29,7
244689_at,5,6,6,5,7,6,6,6,5,6,7,5,7,6,6,6,5,6,6,5,6,6,6,75,23
244690_at,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,11,14
244691_at,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,49,26
244692_at,4,4,4,3,4,4,3,4,4,3,4,4,4,4,4,4,4,4,4,4,3,4,3,55,149
244693_at,5,5,5,5,5,5,4,5,4,5,5,4,5,5,5,5,4,5,5,5,5,5,4,77,49
244694_at,5,5,5,5,5,5,5,5,6,5,5,5,5,5,5,6,5,5,5,5,5,5,5,4,13
244695_at,5,5,5,4,5,4,4,5,4,5,5,5,5,5,4,4,5,5,4,4,5,4,4,6,22
244696_at,5,5,5,5,5,5,5,5,5,6,6,5,5,5,5,5,5,5,5,5,5,5,5,40,5
244697_at,4,4,4,4,4,3,4,4,4,3,4,4,4,4,3,3,4,4,4,4,4,4,4,147,118
244698_at,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,6,5,85,52
244699_at,4,5,5,4,5,4,4,5,4,5,5,5,4,4,4,5,5,5,5,4,4,4,5,170,87
244700_at,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,21,13
244701_at,5,4,5,5,5,5,5,5,4,5,5,5,5,5,5,5,4,4,4,5,5,4,5,19,40
244702_at,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,16,12
244703_x_at,4,5,5,5,4,5,5,5,4,5,5,5,4,5,4,4,5,5,5,5,5,5,4,26,16
244704_at,4,4,4,3,3,3,4,3,4,3,4,3,3,3,4,3,4,3,4,3,3,4,3,63,43
244705_at,3,2,3,3,3,3,3,3,3,3,3,3,2,3,3,2,3,3,3,2,2,2,2,12,9
244706_at,4,3,3,3,3,4,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,10
244707_at,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,6,6,5,12,2
244708_at,4,3,3,3,3,3,3,4,4,3,3,3,3,3,3,3,5,3,3,3,3,3,3,3,2
244709_at,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,7,9
244710_at,3,6,7,6,7,7,7,7,4,6,7,6,7,7,7,6,4,5,7,5,7,7,7,27,24
244711_at,5,5,5,5,5,6,5,5,5,5,5,5,6,5,5,5,5,5,5,5,5,5,5,5,3
244712_at,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3
244713_at,6,5,5,5,5,6,5,5,5,6,5,5,5,5,5,5,5,5,5,5,6,5,5,14,4
244714_at,3,3,3,4,3,3,3,3,3,3,4,3,4,3,3,3,3,3,4,4,3,3,4,17,12
244715_at,3,3,3,3,3,3,3,3,4,3,3,4,3,4,3,3,3,3,3,3,3,3,3,5,7
244716_x_at,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,15,17
244717_x_at,5,4,5,4,5,5,5,4,5,4,5,5,4,5,5,5,4,4,4,4,5,4,5,24,19
244718_at,4,5,5,4,5,5,5,4,4,5,5,4,5,5,5,4,4,6,5,5,5,5,4,3,5
244719_at,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,13,5
244720_at,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,15,8
244721_at,5,5,5,5,5,5,5,5,5,4,5,5,5,4,5,5,5,4,5,4,4,5,5,12,13
244722_at,3,4,4,4,4,4,4,4,4,4,3,4,4,4,4,5,4,4,4,4,4,4,4,5,2
244723_at,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,22
244724_at,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,17,13
244725_at,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,3
244726_at,5,6,4,5,6,5,5,5,5,5,4,5,6,5,5,6,5,5,5,5,5,5,6,120,60
244727_at,4,3,3,3,3,3,4,3,4,3,3,3,3,3,3,3,3,3,3,3,4,4,3,7,4
244728_at,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,44,28
244729_at,4,3,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,15,4
244730_x_at,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,48,21
244731_at,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,14,1
244732_at,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,6,5,5,5,6,59,36
244733_at,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,3,19,15
244734_at,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,18,1
244735_at,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,4,3
244736_at,4,4,3,3,3,4,4,3,4,3,4,4,3,4,4,4,4,3,4,4,4,4,4,3,2
244737_at,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,31,11
244738_at,5,5,5,6,6,6,5,6,6,5,5,6,6,6,5,6,6,6,5,6,6,5,5,67,72
244739_at,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,1
244740_at,3,4,3,7,4,4,3,4,3,4,3,7,4,4,3,3,4,3,4,8,5,3,4,370,118
244741_s_at,4,5,4,8,4,5,4,4,3,5,3,8,4,5,3,4,4,3,4,8,5,4,4,224,88
244742_at,3,3,3,3,3,3,3,3,3,2,2,3,3,3,3,3,3,3,3,3,3,2,3,1,1
244743_x_at,5,6,7,6,5,5,6,5,4,6,7,5,5,5,7,6,5,5,6,6,5,7,5,76,103
244744_at,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,37
244745_at,3,2,3,5,3,2,2,3,3,2,3,4,3,2,2,2,2,2,3,5,3,2,3,149,67
244746_at,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,4,3
244747_at,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,38,18
244748_at,4,4,3,4,3,3,4,3,4,4,3,4,4,3,4,3,4,4,4,3,3,3,3,3,3
244749_at,4,4,5,4,4,4,4,4,4,5,4,4,4,4,4,3,3,4,5,3,4,4,3,38,24
244750_at,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,1
244751_at,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,6,6,21,14
244752_at,6,6,6,6,5,5,5,6,6,5,5,6,5,5,5,6,5,5,5,5,5,5,5,49,33
244753_at,5,7,7,5,8,4,5,4,5,7,7,6,7,5,5,6,6,7,6,6,4,6,7,374,312
244754_at,5,5,5,6,5,5,5,5,5,5,5,6,5,5,5,5,5,5,5,6,5,5,5,17,3
244755_at,3,3,3,3,3,3,3,4,4,3,3,3,3,3,4,3,3,3,3,3,3,3,3,36,3
244756_at,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,6,5,5,5,5,5,59,60
244757_at,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,8
244758_at,3,3,3,3,4,4,4,4,3,3,3,3,4,3,4,4,4,3,3,4,3,4,3,7,9
244759_x_at,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,6,5,6,64,30
244760_at,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,21,1
244761_at,3,3,3,3,3,4,3,4,3,3,3,3,3,3,4,3,3,3,4,4,3,4,4,30,26
244762_at,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5
244763_at,3,3,4,4,3,4,4,3,4,4,4,4,3,4,4,3,3,3,4,3,4,4,3,26,33
244764_at,6,7,4,7,6,4,5,5,6,7,4,7,5,4,5,6,6,7,4,7,4,5,6,39,16
244765_at,5,5,5,5,5,5,5,5,5,6,5,6,5,6,5,6,5,5,5,5,5,5,5,28,5
244766_at,5,6,5,5,6,5,5,5,5,6,5,5,5,5,5,5,6,7,5,6,5,6,6,128,91
244767_at,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,37,10
244768_at,5,5,5,4,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,18,27
244769_at,3,4,4,4,3,3,3,3,4,4,3,3,3,3,3,3,4,3,3,4,3,3,3,10,13
244770_at,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2
244771_at,3,3,3,4,3,3,3,3,3,3,3,4,3,3,3,3,4,3,3,4,3,3,3,30,15
244772_at,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,60,2
244773_at,3,2,2,3,2,2,2,3,3,2,2,3,3,2,3,3,2,2,2,3,3,2,2,10,8
244774_at,5,4,4,3,4,3,3,3,4,4,4,3,4,3,3,3,6,3,4,3,4,3,3,48,17
244775_at,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1
244776_at,4,4,3,4,3,4,3,3,3,3,3,4,3,3,3,3,4,4,4,4,3,3,3,15,2
244777_at,7,5,4,6,6,6,5,4,6,6,5,7,6,7,5,5,6,5,5,6,6,5,5,173,68
244778_x_at,5,6,5,5,5,5,5,5,4,6,5,5,5,5,5,5,6,6,5,5,5,6,5,109,71
244779_at,4,3,3,3,3,4,3,4,4,4,3,4,3,4,3,3,4,4,3,4,4,3,3,20,53
244780_at,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,115,54
244781_x_at,4,4,4,4,3,3,4,4,4,3,4,4,3,4,4,3,4,4,4,3,4,4,4,24,33
244782_at,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,1
244783_at,3,3,3,3,3,2,3,3,4,3,3,3,3,3,3,3,3,3,2,3,3,3,3,24,10
244784_at,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,22,15
244785_at,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,14,21
244786_at,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,6,4,4,4,78,30
244787_at,3,3,3,3,3,3,3,4,3,4,3,3,3,3,3,3,3,4,3,3,3,3,3,16,10
244788_at,5,4,4,4,4,4,4,5,5,4,4,4,4,5,5,4,5,4,4,5,5,4,5,95,86
244789_at,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2
244790_at,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,5,5,4,5,5,5,4,36,25
244791_at,4,4,4,4,4,4,4,3,4,4,3,4,4,4,4,4,3,4,4,4,4,4,3,49,29
244792_at,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,45,17
244793_at,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,20,16
244794_at,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,3,3,4,11
244795_at,6,5,5,6,5,5,6,5,6,5,5,5,5,5,5,5,6,5,5,6,5,6,6,55,53
244796_at,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,5,3
244797_at,4,4,4,4,4,4,4,4,5,4,4,4,4,5,4,4,5,4,5,4,5,4,4,14,12
244798_at,5,5,6,6,5,6,5,6,6,5,5,5,5,6,5,5,5,5,5,5,5,5,5,30,22
244799_s_at,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,8
244800_x_at,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,11,6
244801_at,4,6,5,4,6,5,5,5,4,6,5,5,5,5,4,5,5,6,6,5,5,5,5,96,56
244802_at,3,7,3,8,5,5,7,8,3,6,4,8,5,5,6,8,3,5,4,8,5,6,8,5,6
244803_at,4,5,6,5,5,5,5,5,4,5,6,5,5,4,5,5,6,6,6,5,5,6,6,248,173
244804_at,6,7,6,7,7,7,7,7,7,7,6,7,7,7,7,6,7,7,7,7,7,7,6,117,52
244805_at,4,3,3,4,3,4,3,3,4,3,3,4,3,4,3,3,4,4,3,3,3,3,3,2,1
244806_at,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,11,26
244807_at,4,3,4,3,3,3,3,3,4,3,3,4,4,3,4,3,3,3,3,4,3,4,3,16,4
244808_at,4,4,5,4,4,4,4,4,4,4,5,4,4,4,4,4,5,4,4,3,4,4,4,61,42
244809_at,5,5,5,5,5,5,5,5,5,5,6,5,5,5,5,5,5,6,6,5,6,5,5,5,2
244810_at,4,4,4,5,4,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,2
244811_at,7,6,6,6,6,6,6,6,6,6,5,5,6,6,6,6,6,6,6,6,6,6,6,97,36
244812_at,4,4,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,3,3,12,14
244813_at,4,5,6,4,5,4,4,4,4,5,5,4,5,4,4,5,4,5,5,4,4,5,4,102,44
244814_at,7,6,6,6,7,6,6,6,6,6,6,6,6,6,6,6,6,6,7,6,6,6,6,34,32
244815_at,4,4,4,3,4,5,4,4,4,4,4,3,4,5,4,4,4,3,4,4,4,4,4,23,1
244816_at,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,19,9
244817_at,3,3,3,3,3,3,3,3,3,3,2,3,2,3,3,3,3,3,2,2,3,3,3,2,2
244818_at,4,4,4,4,4,4,5,4,4,4,4,4,4,4,5,4,4,4,4,4,4,5,4,45,14
244819_x_at,4,4,3,4,3,5,5,5,4,4,3,3,3,4,5,5,3,3,4,5,4,5,5,22,9
244820_at,3,3,3,3,2,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,2,6
244821_at,3,3,3,4,4,4,4,4,4,4,3,3,3,3,3,4,4,4,3,4,4,4,3,36,1
244822_at,4,5,5,4,4,4,4,4,4,5,4,3,4,4,4,4,5,4,4,4,4,4,4,32,13
244823_at,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1
244824_at,5,4,5,5,4,4,4,4,5,4,5,5,5,4,4,4,5,5,5,5,5,4,4,19,17
244825_at,5,6,7,6,6,5,6,6,5,6,6,6,6,6,6,6,5,6,7,6,6,6,7,27,6
244826_at,5,6,7,5,7,5,6,5,4,6,7,4,7,5,6,6,5,6,5,4,5,5,6,176,83
244827_at,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,11,6
244828_x_at,7,6,6,6,6,7,6,6,7,6,6,6,6,6,6,6,6,5,5,6,6,5,5,133,93
244829_at,3,9,9,10,10,9,11,7,4,8,9,10,9,9,11,8,4,9,9,10,9,10,8,26,14
244830_at,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,1
244831_at,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,21,12
244832_at,4,3,3,4,3,4,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,31,7
244833_at,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,1
244834_at,5,5,5,4,5,5,5,5,5,5,6,5,5,5,6,5,5,5,5,5,5,6,6,50,17
244835_at,3,4,3,3,3,3,4,4,4,5,3,3,3,3,3,4,3,4,3,4,3,4,4,37,9
244836_at,5,4,4,4,4,4,5,4,5,5,4,5,4,5,4,5,5,5,5,5,5,5,4,6,2
244837_at,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,7,18
244838_at,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,4,3,3,33,33
244839_at,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,17,1
244840_x_at,4,4,4,4,4,4,3,4,4,5,4,4,4,4,4,4,4,5,4,4,4,4,4,71,31
244841_at,3,4,3,5,4,4,4,3,4,5,3,4,4,4,4,3,3,4,3,5,4,4,4,22,9
244842_x_at,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,7,7,6,7,6,6,7,183,118
244843_x_at,5,4,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,4,5,5,5,46,39
244844_at,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,24,11
244845_at,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,74,22
244846_at,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,44,8
244847_at,4,4,4,4,5,5,4,4,4,5,5,4,5,4,4,4,5,5,4,5,4,5,4,29,22
244848_at,3,3,4,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,4,18
244849_at,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,5,12,7
244850_at,3,4,4,4,3,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,3,4,3,4
244851_at,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,9,19
244852_at,3,3,3,3,3,2,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,21,3
244853_at,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,11,27
244854_at,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5
244855_at,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,3,4,4,4,4,4,2,1
244856_at,3,3,3,4,3,4,3,4,3,3,3,4,3,4,3,3,3,3,3,4,4,3,3,28,4
244857_at,6,5,5,5,6,5,5,6,5,6,5,6,6,5,5,6,6,6,6,6,6,6,5,24,6
244858_at,5,5,5,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,5,5,5,54,21
244859_at,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,73,17
244860_at,3,4,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,4,3,3,4,3,3,93,47
244861_at,6,5,6,6,5,6,6,6,6,6,5,6,6,6,6,6,6,5,6,6,6,6,6,19,23
244862_at,6,5,5,5,5,6,5,5,5,5,5,5,6,6,5,5,6,5,5,5,6,5,5,47,60
244863_at,5,4,4,4,4,5,4,4,5,4,4,4,4,5,4,4,5,4,4,4,5,4,4,14,26
244864_at,7,5,5,5,5,5,5,5,6,5,5,5,5,5,5,5,6,5,5,5,5,5,5,28,7
244865_at,5,5,5,5,5,6,5,6,5,5,5,5,6,6,5,5,6,5,5,6,6,5,6,26,29
244866_at,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2
244867_at,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,2,3,3,3,1,3
244868_at,4,3,4,3,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,3,4,4,3,59,5
244869_at,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,4,3,3,3,51,25
244870_at,4,4,4,5,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4,4,4,4,4,16,3
244871_s_at,6,6,6,6,6,7,6,6,6,6,6,6,6,7,5,6,6,6,6,7,7,6,6,201,188
244872_at,6,6,6,6,6,5,7,5,6,6,6,6,6,5,6,5,6,6,6,6,5,7,5,115,58
244873_s_at,3,3,3,3,5,4,3,3,3,3,3,3,5,4,3,3,3,3,3,3,4,3,3,42,20
244874_at,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4,4,4,4,4,8,16
244875_at,5,5,5,5,5,5,5,5,5,5,5,6,5,6,5,5,5,5,5,5,5,5,5,48,7
244876_at,5,5,5,4,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,184,63
244877_at,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,8,20
244878_at,3,3,4,3,3,3,4,3,3,3,4,3,3,4,4,4,3,3,3,3,3,3,4,91,31
244879_at,3,3,3,3,3,3,3,3,4,3,3,3,4,3,3,3,3,3,3,3,3,3,3,28,16
